customer_id,Customer,Gender,Income,Employment Status,Education,Marital Status,Country,State Code,Location Type,Policy Name,Policy Type,Number of Policies,Premium Per Month,Coverage,Sales Channel,Vehicle Type,Vehicle Size,date,Claim Reason,Claim Demanded,Claim Sanctioned,Number of Open Complaints,Response,Months Since Last Claim,Months Since Policy Inspection
133,TQ13499,M,69833,Employed,College,Married,US,NE,Suburban,Personal L3,Personal Auto,1,118,Premium,Agent,Four-Door Car,Small,1/2/11,Collision,473.1749346,828.662719,0,No,32,99
134,BU44523,F,0,Unemployed,High School or Below,Single,US,NE,Suburban,Corporate L2,Corporate Auto,2,74,Basic,Web,Four-Door Car,Small,2/7/11,Collision,802.6379641,532.8,0,No,15,91
135,MS41162,M,0,Unemployed,High School or Below,Single,US,NE,Suburban,Personal L3,Personal Auto,1,117,Basic,Agent,SUV,Medsize,1/26/11,Collision,402.2963529,975.1070980000001,0,No,6,1
136,PU25891,F,80536,Employed,High School or Below,Married,US,IA,Rural,Special L2,Special Auto,3,119,Basic,Branch,Sports Car,Medsize,1/11/11,Collision,961.8310865,53.798708,0,No,5,83
137,RB81636,F,0,Unemployed,College,Single,US,KS,Suburban,Personal L2,Personal Auto,1,63,Basic,Agent,Four-Door Car,Small,1/15/11,Hail,227.4775451,606.6424519999999,0,No,2,5
138,SX26335,F,97732,Employed,College,Married,US,IA,Urban,Personal L3,Personal Auto,2,79,Extended,Branch,Four-Door Car,Medsize,2/8/11,Other,955.2926922,289.9122,0,No,0,70
139,AZ95587,F,61222,Employed,Bachelor,Single,US,NE,Urban,Special L3,Special Auto,2,89,Extended,Branch,Four-Door Car,Small,1/11/11,Scratch/Dent,1038.855323,392.604371,0,No,20,55
140,DS81757,M,0,Unemployed,College,Single,US,IA,Suburban,Personal L1,Personal Auto,1,74,Basic,Web,Two-Door Car,Large,1/9/11,Other,247.0121222,721.242206,0,No,7,20
141,OJ94107,M,50335,Employed,Master,Married,US,NE,Urban,Personal L2,Personal Auto,1,140,Premium,Call Center,SUV,Medsize,2/4/11,Collision,561.9068507999999,456.52385,0,No,9,54
142,LP84436,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L2,Personal Auto,6,127,Extended,Branch,Sports Car,Medsize,1/21/11,Scratch/Dent,904.7119208999999,1087.995426,0,No,30,11
143,YV64727,M,63221,Employed,High School or Below,Married,US,KS,Suburban,Corporate L3,Corporate Auto,1,168,Premium,Agent,SUV,Medsize,2/16/11,Scratch/Dent,669.2143668,806.4,0,No,28,49
144,LM19287,F,0,Unemployed,High School or Below,Married,US,IA,Suburban,Personal L1,Personal Auto,1,96,Extended,Agent,Four-Door Car,Large,2/24/11,Collision,373.1504584,460.8,0,Yes,31,34
145,ZU18643,M,64495,Employed,Bachelor,Married,US,OK,Urban,Corporate L2,Corporate Auto,1,92,Extended,Web,Four-Door Car,Medsize,1/18/11,Other,366.0770258,251.992083,0,No,34,30
146,AZ82578,F,0,Unemployed,College,Married,US,MO,Suburban,Corporate L3,Corporate Auto,2,72,Basic,Call Center,Four-Door Car,Medsize,1/30/11,Collision,792.8829252,345.6,0,No,7,75
147,XC67861,F,28859,Employed,Bachelor,Divorced,US,NE,Suburban,Corporate L2,Corporate Auto,4,67,Basic,Call Center,Two-Door Car,Medsize,1/9/11,Collision,501.17515769999994,321.6,3,No,24,51
148,YC43143,F,77330,Employed,High School or Below,Married,US,NE,Rural,Personal L3,Personal Auto,3,99,Extended,Web,Four-Door Car,Medsize,2/1/11,Hail,798.8258292,99.25760799999999,0,No,0,21
149,EK59571,M,0,Unemployed,College,Married,US,IA,Suburban,Corporate L2,Corporate Auto,1,105,Premium,Branch,Four-Door Car,Large,2/28/11,Collision,388.5456401,504.0,0,Yes,3,92
150,GD83998,M,24495,Employed,Bachelor,Single,US,KS,Suburban,Personal L2,Personal Auto,1,70,Basic,Branch,Four-Door Car,Small,1/31/11,Other,265.9337982,336.0,0,No,29,65
151,WA25797,M,95697,Employed,High School or Below,Married,US,KS,Rural,Personal L3,Personal Auto,9,107,Basic,Agent,Sports Car,Medsize,2/17/11,Hail,856.4768226,178.006524,0,Yes,29,29
152,PD27940,M,26372,Disabled,High School or Below,Married,US,NE,Suburban,Personal L3,Personal Auto,1,126,Extended,Agent,SUV,Medsize,2/12/11,Other,488.5162511,604.8,0,No,11,7
153,BS77946,F,17514,Medical Leave,Bachelor,Married,US,NE,Rural,Personal L1,Personal Auto,3,127,Extended,Branch,SUV,Medsize,2/24/11,Collision,975.3307106000001,8.312729,0,No,2,5
154,YM50253,F,89270,Employed,Bachelor,Single,US,MO,Urban,Personal L3,Personal Auto,1,74,Basic,Branch,Four-Door Car,Medsize,2/1/11,Hail,294.6153697,316.599228,0,No,17,90
155,NR15332,M,29757,Employed,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,1,65,Basic,Web,Four-Door Car,Small,2/6/11,Hail,258.1110945,312.0,0,No,13,55
156,RC62865,M,51814,Employed,College,Single,US,IA,Rural,Personal L2,Personal Auto,1,92,Extended,Agent,Four-Door Car,Medsize,1/23/11,Scratch/Dent,351.7385764,56.300724,0,No,28,89
157,CC15295,F,24028,Employed,Bachelor,Married,US,IA,Suburban,Personal L2,Personal Auto,2,82,Extended,Agent,Four-Door Car,Small,1/21/11,Hail,974.3350113,393.6,0,No,14,27
158,KA61892,M,28142,Retired,College,Married,US,NE,Suburban,Personal L3,Personal Auto,1,105,Basic,Agent,Sports Car,Medsize,1/20/11,Hail,387.3647046,701.7082389999999,0,Yes,18,50
159,OS94884,F,52705,Employed,Bachelor,Married,US,NE,Rural,Personal L2,Personal Auto,2,64,Basic,Web,Two-Door Car,Large,1/6/11,Collision,764.9281990000001,128.70556299999998,1,No,14,8
160,ND87334,M,0,Unemployed,High School or Below,Married,US,MO,Suburban,Corporate L3,Corporate Auto,1,63,Basic,Agent,Two-Door Car,Medsize,2/22/11,Hail,228.759692,679.368378,0,No,1,5
161,ML93326,F,84903,Employed,College,Married,US,KS,Urban,Personal L1,Personal Auto,1,111,Basic,Agent,SUV,Medsize,2/27/11,Collision,447.5424592,497.12682699999993,0,No,7,63
162,YL74911,F,0,Unemployed,College,Divorced,US,MO,Suburban,Personal L3,Personal Auto,4,118,Basic,Agent,SUV,Medsize,2/21/11,Collision,871.4922134999999,566.4,0,Yes,14,64
163,JP69864,F,24910,Retired,Bachelor,Single,US,KS,Suburban,Personal L1,Personal Auto,1,63,Basic,Branch,Four-Door Car,Medsize,1/29/11,Collision,224.8449633,347.857619,1,Yes,7,63
164,HL53154,M,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L3,Personal Auto,2,77,Extended,Agent,Four-Door Car,Medsize,2/22/11,Collision,741.6197322,554.4,2,No,15,12
165,RI78966,M,21876,Medical Leave,Master,Married,US,IA,Suburban,Personal L3,Personal Auto,2,68,Basic,Agent,Four-Door Car,Small,2/21/11,Collision,777.1158972999999,465.41477000000003,0,No,12,28
166,IC13702,F,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L3,Personal Auto,2,69,Basic,Agent,Four-Door Car,Small,1/10/11,Collision,696.83419,496.8,1,No,33,61
167,BE10809,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L1,Personal Auto,7,61,Basic,Agent,Four-Door Car,Small,1/18/11,Collision,425.02826239999996,292.8,1,Yes,17,1
168,HT87217,F,70699,Employed,High School or Below,Divorced,US,IA,Urban,Personal L2,Personal Auto,2,82,Extended,Agent,Four-Door Car,Medsize,1/16/11,Scratch/Dent,1977.656654,256.81383700000004,0,No,1,57
169,TH95618,F,0,Unemployed,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,2,74,Basic,Agent,Four-Door Car,Medsize,1/6/11,Collision,2134.346599,355.2,1,No,11,85
170,TS19868,M,27501,Medical Leave,College,Married,US,MO,Suburban,Personal L1,Personal Auto,1,63,Basic,Branch,Four-Door Car,Medsize,1/27/11,Other,241.3139714,542.319401,0,No,20,0
171,LP45550,F,15897,Disabled,Doctor,Divorced,US,IA,Urban,Personal L3,Personal Auto,2,101,Premium,Agent,Four-Door Car,Medsize,1/15/11,Hail,1536.384716,303.14839900000004,0,No,30,99
172,QR87004,F,25141,Employed,College,Divorced,US,OK,Rural,Personal L3,Personal Auto,2,73,Basic,Agent,Four-Door Car,Medsize,1/9/11,Scratch/Dent,845.6961887,25.438063,1,No,12,4
173,OE75747,F,0,Unemployed,College,Married,US,OK,Suburban,Personal L2,Personal Auto,1,61,Basic,Agent,Four-Door Car,Small,1/28/11,Scratch/Dent,218.96425219999998,292.8,3,No,5,46
174,DX91392,M,51066,Employed,High School or Below,Single,US,MO,Suburban,Personal L2,Personal Auto,8,74,Basic,Call Center,Four-Door Car,Medsize,2/26/11,Hail,578.0182197,787.993313,0,Yes,23,0
175,AB72731,F,28358,Employed,Bachelor,Married,US,MO,Rural,Personal L2,Personal Auto,1,117,Basic,Call Center,Sports Car,Medsize,1/4/11,Hail,463.99816380000004,84.024413,0,No,24,37
176,RU49126,F,61846,Employed,College,Married,US,KS,Rural,Personal L2,Personal Auto,1,112,Basic,Agent,SUV,Medsize,2/1/11,Hail,446.53357029999995,215.8182,0,No,1,48
177,IS12901,F,90972,Employed,Bachelor,Married,US,NE,Urban,Personal L3,Personal Auto,8,74,Basic,Call Center,Two-Door Car,Medsize,1/27/11,Hail,596.8118877,232.92614500000002,0,No,3,47
178,IX37561,F,0,Unemployed,College,Single,US,KS,Suburban,Personal L3,Personal Auto,7,74,Basic,Web,Two-Door Car,Medsize,2/14/11,Scratch/Dent,509.7763337,532.8,0,No,3,95
179,HH90090,F,29549,Employed,Bachelor,Divorced,US,MO,Suburban,Personal L2,Personal Auto,1,104,Basic,Call Center,Sports Car,Small,1/23/11,Hail,407.6634665,710.433775,0,No,17,51
180,IU25463,F,0,Unemployed,Bachelor,Married,US,MO,Suburban,Personal L2,Personal Auto,2,115,Premium,Agent,Four-Door Car,Medsize,2/18/11,Collision,1225.2601789999999,552.0,1,No,12,17
181,KC11055,F,39411,Employed,Bachelor,Married,US,OK,Suburban,Personal L3,Personal Auto,4,217,Extended,Branch,Luxury Car,Medsize,1/24/11,Scratch/Dent,1693.627147,1122.658899,2,No,4,29
182,PD33979,M,21709,Employed,High School or Below,Married,US,IA,Suburban,Personal L2,Personal Auto,3,62,Basic,Branch,Four-Door Car,Large,2/18/11,Hail,489.2435461,408.374746,0,No,28,17
183,NK71023,M,67890,Employed,Bachelor,Single,US,OK,Suburban,Personal L2,Personal Auto,2,85,Extended,Agent,Four-Door Car,Small,1/19/11,Other,994.2304791000001,408.0,0,No,23,57
184,AB13432,M,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L3,Personal Auto,1,110,Basic,Agent,SUV,Medsize,1/4/11,Collision,373.5838129,792.0,0,No,3,16
185,OZ97704,F,84311,Employed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,2,111,Basic,Call Center,SUV,Small,2/7/11,Scratch/Dent,1311.752215,532.8,4,No,11,98
186,UF46533,F,99316,Employed,College,Single,US,MO,Suburban,Corporate L3,Corporate Auto,1,114,Basic,Branch,SUV,Medsize,1/30/11,Hail,457.45240939999996,754.358929,0,No,26,53
187,XP47431,F,54507,Employed,Bachelor,Married,US,NE,Suburban,Personal L1,Personal Auto,1,138,Extended,Agent,SUV,Medsize,2/17/11,Hail,547.0060561,702.990032,0,Yes,20,11
188,GK73582,F,64586,Employed,Bachelor,Single,US,MO,Urban,Personal L1,Personal Auto,1,76,Extended,Branch,Four-Door Car,Medsize,1/13/11,Scratch/Dent,297.884601,206.83711100000002,0,No,3,17
189,RV98763,M,61709,Employed,College,Married,US,IA,Urban,Personal L3,Personal Auto,7,82,Extended,Branch,Four-Door Car,Medsize,2/8/11,Scratch/Dent,641.0967544,275.395894,2,No,5,41
190,II62831,M,94656,Employed,Master,Married,US,MO,Urban,Special L2,Special Auto,1,111,Basic,Web,SUV,Medsize,1/29/11,Other,447.90230880000007,459.738128,1,No,12,79
191,XK33449,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Special L3,Special Auto,1,69,Basic,Branch,Two-Door Car,Small,2/5/11,Other,238.3731879,496.8,0,No,5,40
192,TR85083,M,61085,Employed,Bachelor,Married,US,MO,Suburban,Personal L3,Personal Auto,1,70,Basic,Branch,Two-Door Car,Medsize,1/20/11,Hail,276.4493659,336.0,1,No,27,34
193,EO95328,F,89284,Employed,Bachelor,Married,US,IA,Suburban,Personal L2,Personal Auto,2,67,Basic,Agent,Two-Door Car,Small,1/27/11,Other,792.0105377,321.6,3,No,7,31
194,EN21086,F,0,Unemployed,High School or Below,Divorced,US,NE,Suburban,Personal L2,Personal Auto,2,63,Basic,Branch,Four-Door Car,Small,1/9/11,Collision,688.9097981000001,302.4,0,No,6,12
195,YL83902,F,31686,Employed,Bachelor,Married,US,KS,Suburban,Personal L3,Personal Auto,1,81,Extended,Agent,Four-Door Car,Small,1/11/11,Collision,327.41946160000003,430.99410700000004,0,No,11,33
196,AZ62651,M,56855,Employed,High School or Below,Single,US,IA,Suburban,Corporate L3,Corporate Auto,1,255,Premium,Web,Luxury SUV,Medsize,2/17/11,Other,995.1707742999998,1836.0,0,No,12,1
197,ZW25874,M,53703,Employed,Bachelor,Single,US,IA,Rural,Special L3,Special Auto,1,67,Basic,Branch,Four-Door Car,Medsize,2/16/11,Collision,252.15556859999998,67.632476,2,No,3,45
198,EH41854,F,0,Unemployed,High School or Below,Single,US,KS,Suburban,Personal L1,Personal Auto,2,96,Extended,Branch,Two-Door Car,Medsize,2/10/11,Scratch/Dent,2370.6113370000003,844.481918,1,No,12,35
199,MW70227,M,20396,Employed,College,Married,US,MO,Suburban,Personal L1,Personal Auto,4,76,Extended,Branch,Four-Door Car,Medsize,2/19/11,Collision,604.7025160000001,364.8,1,Yes,15,60
200,SL22297,F,27679,Disabled,Master,Single,US,MO,Suburban,Personal L1,Personal Auto,3,150,Premium,Call Center,SUV,Medsize,1/21/11,Collision,1114.030248,722.4869940000001,0,No,30,28
201,RV14138,F,23904,Retired,Bachelor,Single,US,OK,Suburban,Personal L3,Personal Auto,1,123,Extended,Agent,SUV,Medsize,2/27/11,Collision,433.4064096,590.4,3,Yes,1,67
202,UO62808,F,65351,Employed,High School or Below,Married,US,NE,Suburban,Corporate L1,Corporate Auto,1,69,Basic,Call Center,Four-Door Car,Medsize,2/4/11,Hail,279.97479100000004,481.027516,0,No,4,54
203,ZX64745,M,0,Unemployed,College,Single,US,MO,Suburban,Personal L2,Personal Auto,7,113,Basic,Agent,SUV,Medsize,1/18/11,Collision,792.3136624,1124.4277339999999,0,No,20,1
204,FL34139,M,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L2,Personal Auto,7,63,Basic,Call Center,Four-Door Car,Medsize,2/3/11,Collision,368.81108880000005,669.682001,3,No,0,54
205,TS11219,M,0,Unemployed,College,Single,US,MO,Suburban,Personal L2,Personal Auto,2,116,Basic,Agent,SUV,Medsize,1/2/11,Collision,1206.745599,1284.093173,0,No,14,35
206,XX12304,F,64459,Employed,College,Married,US,MO,Urban,Personal L1,Personal Auto,1,72,Basic,Branch,Four-Door Car,Medsize,1/9/11,Hail,292.49767210000005,240.259479,0,No,16,64
207,SD64087,M,32961,Employed,College,Married,US,MO,Suburban,Corporate L2,Corporate Auto,3,190,Premium,Branch,SUV,Small,1/19/11,Collision,1501.4092699999999,912.0,0,No,13,53
208,OY38576,F,71416,Employed,High School or Below,Divorced,US,IA,Suburban,Corporate L3,Corporate Auto,3,116,Basic,Agent,SUV,Medsize,1/11/11,Hail,927.7233838999999,556.8,0,No,10,0
209,BG76355,F,68964,Employed,Bachelor,Married,US,KS,Rural,Personal L3,Personal Auto,3,78,Extended,Web,Four-Door Car,Medsize,1/31/11,Scratch/Dent,627.4123875,115.086827,0,No,15,6
210,IP66913,M,78108,Employed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,1,98,Extended,Agent,Two-Door Car,Small,1/11/11,Hail,388.66474139999997,470.4,0,No,12,34
211,LE95702,M,10621,Retired,College,Single,US,MO,Suburban,Special L3,Special Auto,5,67,Basic,Agent,Four-Door Car,Medsize,2/11/11,Collision,438.62775580000005,321.6,0,Yes,28,22
212,KX54357,M,84910,Employed,College,Married,US,KS,Urban,Corporate L3,Corporate Auto,2,95,Extended,Web,Two-Door Car,Small,1/22/11,Hail,1136.526766,383.167471,0,No,4,69
213,EZ78112,F,77493,Employed,High School or Below,Single,US,MO,Urban,Special L3,Special Auto,3,70,Basic,Agent,Four-Door Car,Medsize,2/24/11,Collision,561.0964339999999,307.963291,0,No,2,35
214,XN16891,M,81097,Employed,College,Divorced,US,NE,Suburban,Personal L1,Personal Auto,1,74,Basic,Agent,Four-Door Car,Small,2/28/11,Other,291.28920350000004,355.2,0,No,7,67
215,XK31350,F,96610,Employed,College,Married,US,IA,Suburban,Corporate L1,Corporate Auto,3,85,Extended,Call Center,Four-Door Car,Large,1/25/11,Other,691.5729915000001,520.364752,0,No,6,23
216,CC30924,M,30110,Employed,College,Married,US,IA,Urban,Corporate L3,Corporate Auto,1,159,Premium,Agent,Sports Car,Small,2/26/11,Other,626.2663307,466.436375,0,No,20,71
217,IT78748,F,22081,Disabled,High School or Below,Married,US,IA,Suburban,Special L3,Special Auto,6,84,Extended,Agent,Two-Door Car,Small,2/19/11,Collision,650.3397049,451.670309,0,Yes,1,9
218,KY33386,F,0,Unemployed,High School or Below,Divorced,US,KS,Suburban,Personal L3,Personal Auto,3,112,Basic,Web,Sports Car,Medsize,1/2/11,Collision,800.7399376,537.6,0,Yes,12,93
219,CO44221,M,98473,Employed,College,Married,US,MO,Suburban,Personal L1,Personal Auto,1,72,Basic,Branch,Four-Door Car,Medsize,1/2/11,Hail,292.99165120000004,345.6,0,No,19,69
220,LK60013,F,97431,Employed,Bachelor,Married,US,IA,Suburban,Personal L2,Personal Auto,3,74,Basic,Branch,Four-Door Car,Medsize,1/26/11,Scratch/Dent,596.955297,355.2,0,No,1,72
221,DE21533,M,93870,Employed,Bachelor,Divorced,US,MO,Suburban,Personal L2,Personal Auto,8,69,Basic,Call Center,Four-Door Car,Medsize,2/2/11,Collision,547.3159870000001,331.2,0,No,1,96
222,YS94121,M,50366,Employed,High School or Below,Divorced,US,OK,Suburban,Personal L1,Personal Auto,9,72,Basic,Call Center,Four-Door Car,Small,2/27/11,Collision,564.5396665,428.734656,0,No,9,5
223,UK68427,M,34498,Employed,High School or Below,Single,US,KS,Suburban,Personal L3,Personal Auto,7,83,Extended,Branch,Two-Door Car,Small,1/20/11,Hail,636.9262355000001,398.4,0,Yes,30,72
224,TE49565,F,16552,Disabled,College,Married,US,IA,Suburban,Personal L3,Personal Auto,2,103,Basic,Call Center,SUV,Small,1/17/11,Hail,1183.376732,494.4,0,No,23,53
225,RA88421,F,26787,Employed,College,Married,US,IA,Suburban,Personal L3,Personal Auto,5,77,Extended,Branch,Four-Door Car,Medsize,1/17/11,Scratch/Dent,612.1107929,369.6,0,No,7,50
226,KQ51983,M,0,Unemployed,College,Single,US,OK,Suburban,Personal L1,Personal Auto,9,74,Basic,Branch,Two-Door Car,Medsize,2/24/11,Collision,515.9369746,831.752839,0,No,2,42
227,CD88896,F,43860,Employed,High School or Below,Single,US,OK,Rural,Corporate L3,Corporate Auto,1,65,Basic,Agent,Four-Door Car,Medsize,2/14/11,Hail,251.459196,156.124914,0,Yes,15,58
228,YV22553,M,21474,Employed,High School or Below,Married,US,NE,Urban,Corporate L3,Corporate Auto,9,114,Basic,Agent,SUV,Small,2/20/11,Collision,866.8611261,373.42818700000004,2,No,13,72
229,WU14435,M,18174,Disabled,Bachelor,Married,US,MO,Suburban,Corporate L1,Corporate Auto,9,66,Basic,Agent,Four-Door Car,Small,2/19/11,Collision,496.0965384,395.934815,0,No,8,16
230,XV84099,F,0,Unemployed,Bachelor,Married,US,NE,Suburban,Corporate L1,Corporate Auto,5,73,Basic,Call Center,Four-Door Car,Medsize,2/8/11,Collision,550.4139033,350.4,0,Yes,18,45
231,RI24911,M,60920,Employed,College,Single,US,NE,Urban,Personal L3,Personal Auto,2,64,Basic,Agent,Two-Door Car,Medsize,2/6/11,Hail,750.7455372000001,231.20188599999997,0,Yes,10,61
232,KO26461,M,41520,Employed,High School or Below,Married,US,NE,Urban,Personal L2,Personal Auto,2,90,Extended,Agent,Four-Door Car,Medsize,2/27/11,Collision,3226.985139,289.90410499999996,0,No,18,70
233,HI14283,F,0,Unemployed,Bachelor,Married,US,IA,Suburban,Personal L3,Personal Auto,1,152,Premium,Web,SUV,Small,2/1/11,Collision,565.7031588,729.6,0,No,12,89
234,PT50227,M,0,Unemployed,High School or Below,Married,US,NE,Suburban,Personal L3,Personal Auto,8,68,Basic,Call Center,Two-Door Car,Medsize,2/23/11,Scratch/Dent,506.1757902,326.4,0,No,19,16
235,BH36570,M,72208,Employed,Bachelor,Married,US,MO,Suburban,Personal L3,Personal Auto,8,73,Basic,Branch,Two-Door Car,Small,1/11/11,Collision,591.2783829,350.4,0,No,3,84
236,TX17484,F,53863,Employed,Bachelor,Married,US,MO,Rural,Personal L2,Personal Auto,2,63,Basic,Web,Four-Door Car,Large,2/10/11,Collision,1518.227975,105.765111,0,No,12,30
237,CT41158,M,66446,Employed,College,Divorced,US,KS,Urban,Corporate L1,Corporate Auto,3,136,Extended,Branch,SUV,Large,2/25/11,Hail,1074.703094,639.464548,0,No,8,77
238,AO87348,M,0,Unemployed,College,Single,US,KS,Suburban,Personal L3,Personal Auto,1,61,Basic,Agent,Four-Door Car,Small,2/16/11,Hail,205.0623512,292.8,0,No,18,26
239,DE55857,F,64997,Employed,Bachelor,Single,US,KS,Suburban,Personal L3,Personal Auto,1,63,Basic,Agent,Four-Door Car,Small,1/30/11,Hail,246.54448650000003,383.442328,1,No,7,99
240,LF66923,F,64460,Employed,High School or Below,Married,US,OK,Suburban,Corporate L3,Corporate Auto,3,66,Basic,Agent,Two-Door Car,Small,2/11/11,Hail,534.3121327,316.8,0,No,18,42
241,CN24514,F,46618,Employed,College,Married,US,NE,Rural,Personal L1,Personal Auto,2,67,Basic,Agent,Four-Door Car,Large,1/14/11,Scratch/Dent,811.9829071,99.085943,0,No,22,77
242,UW32074,F,0,Unemployed,College,Divorced,US,IA,Suburban,Corporate L3,Corporate Auto,4,64,Basic,Branch,Four-Door Car,Small,2/14/11,Collision,460.5265164,307.2,0,No,13,64
243,HP36979,M,49988,Employed,College,Married,US,MO,Suburban,Personal L2,Personal Auto,5,84,Extended,Web,Two-Door Car,Large,2/3/11,Hail,640.8785577000001,566.935022,5,No,6,37
244,PP40919,F,0,Unemployed,College,Single,US,MO,Suburban,Personal L1,Personal Auto,1,91,Extended,Agent,Two-Door Car,Medsize,1/31/11,Collision,237.6533508,436.8,5,No,2,8
245,RO73268,M,16269,Disabled,Bachelor,Divorced,US,MO,Suburban,Corporate L2,Corporate Auto,1,86,Extended,Agent,Two-Door Car,Medsize,2/15/11,Scratch/Dent,321.1070017,412.8,0,No,6,84
246,HO61691,F,72006,Employed,Bachelor,Divorced,US,NE,Suburban,Personal L1,Personal Auto,3,64,Basic,Agent,Four-Door Car,Medsize,2/27/11,Other,509.4522262,307.2,0,No,4,38
247,BS13062,F,0,Unemployed,High School or Below,Married,US,NE,Suburban,Personal L2,Personal Auto,2,81,Extended,Call Center,Four-Door Car,Small,1/21/11,Other,2575.527817,388.8,2,No,3,60
248,FO35655,M,0,Unemployed,Bachelor,Single,US,IA,Suburban,Corporate L3,Corporate Auto,1,245,Extended,Branch,Luxury SUV,Medsize,1/14/11,Collision,867.2229719000001,2345.413441,0,No,34,83
249,HR10526,M,44320,Employed,Master,Married,US,MO,Suburban,Personal L2,Personal Auto,2,67,Basic,Call Center,Four-Door Car,Medsize,1/25/11,Collision,804.473072,321.6,0,No,13,79
